Latitude	Longitude
31.833112	-106.360628
31.833166	-106.314644
31.833242	-106.360437
31.833247	-106.314893
31.83333	-106.315138
31.833373	-106.36024
31.833418	-106.315379
31.833503	-106.360044
31.833503	-106.315624
31.833585	-106.315871
31.833639	-106.359846
31.833669	-106.316118
31.83375	-106.316363
31.833772	-106.359644
31.833829	-106.316609
31.833906	-106.359447
31.83391	-106.316856
31.83399	-106.317102
31.83404	-106.35925
31.834068	-106.317348
31.834147	-106.317593
31.834178	-106.359053
31.834229	-106.317837
31.834312	-106.318083
31.834315	-106.358854
31.834396	-106.318329
31.83445	-106.358654
31.834476	-106.318578
31.834552	-106.318828
31.834583	-106.358463
31.834636	-106.319076
31.834722	-106.358269
31.834727	-106.319322
31.834827	-106.319565
31.834852	-106.358091
31.834934	-106.319804
31.834988	-106.357897
31.835053	-106.320034
31.835127	-106.357701
31.835175	-106.320262
31.835265	-106.357497
31.835307	-106.320489
31.835404	-106.35729
31.835443	-106.320711
31.835543	-106.357089
31.835586	-106.320922
31.835683	-106.356887
31.83574	-106.321122
31.835823	-106.356685
31.835899	-106.321311
31.835965	-106.356488
31.836072	-106.32149
31.836106	-106.356291
31.836249	-106.356095
31.836251	-106.32166
31.83639	-106.355897
31.836433	-106.321809
31.836531	-106.355701
31.836624	-106.321953
31.836672	-106.355505
31.836813	-106.322089
31.836814	-106.35531
31.836954	-106.355116
31.837008	-106.322217
31.837091	-106.354924
31.837208	-106.322333
31.837227	-106.35473
31.837364	-106.354539
31.837417	-106.322438
31.837503	-106.354345
31.837627	-106.322538
31.837642	-106.354155
31.837778	-106.353963
31.837839	-106.322628
31.837917	-106.353772
31.838052	-106.322709
31.838053	-106.353584
31.838188	-106.353397
31.838268	-106.322794
31.83832	-106.353217
31.838451	-106.353032
31.838481	-106.322873
31.838579	-106.352846
31.838696	-106.322949
31.838702	-106.352657
31.838824	-106.352467
31.838904	-106.323031
31.838941	-106.352276
31.839058	-106.352081
31.83911	-106.323115
31.839181	-106.35189
31.839299	-106.351694
31.83931	-106.323198
31.839411	-106.351493
31.839502	-106.323283
31.839519	-106.351293
31.839615	-106.351086
31.839686	-106.323358
31.83971	-106.350877
31.8398	-106.350666
31.839859	-106.323432
31.839881	-106.350466
31.839968	-106.350251
31.840021	-106.323504
31.840052	-106.350039
31.840131	-106.349826
31.840176	-106.323574
31.840206	-106.349612
31.840281	-106.349395
31.840326	-106.323637
31.840351	-106.349176
31.840415	-106.348957
31.840463	-106.3237
31.840474	-106.348735
31.840531	-106.348517
31.84058	-106.348294
31.840587	-106.323752
31.840625	-106.348071
31.840671	-106.347854
31.840698	-106.323802
31.840712	-106.347631
31.840748	-106.347408
31.840782	-106.347183
31.840792	-106.323849
31.840813	-106.346953
31.84084	-106.34672
31.840865	-106.323888
31.840868	-106.346487
31.840892	-106.346254
31.840909	-106.346018
31.840921	-106.34578
31.840921	-106.323925
31.84093	-106.345542
31.840938	-106.345306
31.840944	-106.345072
31.840949	-106.344837
31.840952	-106.344604
31.840957	-106.323945
31.840958	-106.344371
31.840962	-106.32398
31.840963	-106.32398
31.840964	-106.344135
31.840964	-106.32398
31.840965	-106.323983
31.840965	-106.32398
31.840966	-106.32398
31.840967	-106.323981
31.840968	-106.323981
31.84097	-106.343896
31.84097	-106.323981
31.840971	-106.323981
31.840972	-106.323981
31.840972	-106.32398
31.840972	-106.323979
31.840972	-106.323978
31.840973	-106.323977
31.840974	-106.343662
31.840974	-106.323977
31.840975	-106.343429
31.840975	-106.323976
31.840975	-106.323975
31.840975	-106.323974
31.840976	-106.323995
31.840976	-106.323974
31.840977	-106.323974
31.840977	-106.323962
31.840978	-106.343194
31.840978	-106.323975
31.840979	-106.323976
31.84098	-106.323975
31.840981	-106.323976
31.840984	-106.342964
31.840986	-106.323979
31.840986	-106.32397
31.840987	-106.324013
31.84099	-106.323978
31.840991	-106.323979
31.840992	-106.342735
31.840998	-106.342505
31.840999	-106.342279
31.841	-106.342054
31.841001	-106.341826
31.841004	-106.340917
31.841005	-106.341603
31.841005	-106.341146
31.841007	-106.341375
31.841007	-106.340689
31.841009	-106.324034
31.841011	-106.340449
31.841018	-106.340209
31.841027	-106.33997
31.841028	-106.339725
31.84103	-106.32406
31.841035	-106.339482
31.841037	-106.33924
31.84104	-106.338989
31.841044	-106.338743
31.841048	-106.324097
31.84105	-106.338499
31.841054	-106.338251
31.841054	-106.338006
31.841058	-106.337763
31.841062	-106.337515
31.841066	-106.337271
31.841067	-106.324138
31.841068	-106.337029
31.841071	-106.336781
31.841074	-106.336536
31.841075	-106.336047
31.841077	-106.336292
31.841079	-106.3358
31.841087	-106.33555
31.841088	-106.32419
31.841092	-106.335305
31.841095	-106.335056
31.8411	-106.325035
31.841101	-106.33481
31.841102	-106.324932
31.841104	-106.334568
31.841104	-106.334325
31.841105	-106.32472
31.841107	-106.334084
31.841107	-106.324252
31.841109	-106.32514
31.841109	-106.324818
31.841111	-106.324632
31.841112	-106.333847
31.841117	-106.324318
31.841118	-106.333606
31.841119	-106.324546
31.841121	-106.333369
31.841121	-106.324466
31.841123	-106.32439
31.841128	-106.33314
31.841135	-106.332914
31.841138	-106.332687
31.841138	-106.325245
31.84114	-106.33224
31.841141	-106.332463
31.841141	-106.33202
31.841142	-106.331801
31.841145	-106.331586
31.84115	-106.331375
31.841153	-106.331164
31.841153	-106.330955
31.841155	-106.330751
31.841156	-106.330549
31.841156	-106.330347
31.841156	-106.330143
31.841161	-106.329943
31.841163	-106.329748
31.841164	-106.329556
31.841167	-106.329364
31.84117	-106.329178
31.841172	-106.328994
31.841173	-106.325347
31.841175	-106.328813
31.841175	-106.328452
31.841176	-106.328277
31.841177	-106.328635
31.841178	-106.328104
31.841184	-106.327935
31.84119	-106.32777
31.841197	-106.327606
31.841204	-106.327447
31.841204	-106.325458
31.841207	-106.327292
31.841211	-106.327145
31.841214	-106.327005
31.841216	-106.32659
31.841217	-106.326866
31.841217	-106.326728
31.841217	-106.326455
31.841219	-106.326326
31.841222	-106.326197
31.841227	-106.325584
31.841228	-106.326072
31.841231	-106.325948
31.841238	-106.325706
31.841239	-106.32583
